Record_ID,Date,Day,Day_Name,Week_Number,Month,Month_Number,Analysis_Period,State,Platform,Official_Handle_Model,Conversation_Count,Official_Post_Count,Likes_Modelled,Comments_Modelled,Shares_Modelled,Views_Modelled,Topic,News_or_Content_Driver,Positive_Percent,Neutral_Percent,Negative_Percent,Dominant_Sentiment,Geographic_Attribution_Method,Geo_Confidence_Level,Data_Type
DC2026-03455,2026-08-01,1,Saturday,31,August,8,August 2026,Lakshadweep,Instagram,@indianarmy.adgpi,133,2,1512,54,12,6199,"Gallantry, Heritage and National Pride",Routine modelled public conversation around Indian Army content,67.1,21.1,11.8,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-03456,2026-08-01,1,Saturday,31,August,8,August 2026,Lakshadweep,Facebook,Indian Army,84,5,540,44,29,1803,Community Outreach and Civil Support,Routine modelled public conversation around Indian Army content,69.3,15.0,15.7,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-03457,2026-08-02,2,Sunday,31,August,8,August 2026,Andhra Pradesh,X (Twitter),@adgpi,77,4,348,31,47,860,Humanitarian Assistance and Disaster Relief,Routine modelled public conversation around Indian Army content,78.3,5.5,16.2,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-03458,2026-08-02,2,Sunday,31,August,8,August 2026,Andhra Pradesh,Instagram,@indianarmy.adgpi,88,3,1078,50,24,5154,Border Security and Strategic Deployment,Routine modelled public conversation around Indian Army content,74.3,15.2,10.5,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-03459,2026-08-02,2,Sunday,31,August,8,August 2026,Andhra Pradesh,Facebook,Indian Army,89,2,325,38,19,3139,Technology and Modernisation,Routine modelled public conversation around Indian Army content,61.4,22.0,16.6,Neutral,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-03460,2026-08-02,2,Sunday,31,August,8,August 2026,Arunachal Pradesh,X (Twitter),@adgpi,147,3,386,105,72,3003,Border Security and Strategic Deployment,Routine modelled public conversation around Indian Army content,78.2,10.8,11.0,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-03461,2026-08-02,2,Sunday,31,August,8,August 2026,Arunachal Pradesh,Instagram,@indianarmy.adgpi,246,3,2461,193,58,18290,Technology and Modernisation,Routine modelled public conversation around Indian Army content,64.4,27.1,8.5,Neutral,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-03462,2026-08-02,2,Sunday,31,August,8,August 2026,Arunachal Pradesh,Facebook,Indian Army,116,5,854,79,24,2741,"Gallantry, Heritage and National Pride",Routine modelled public conversation around Indian Army content,78.5,17.0,4.5,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-03463,2026-08-02,2,Sunday,31,August,8,August 2026,Assam,X (Twitter),@adgpi,146,4,444,30,73,3602,Technology and Modernisation,Routine modelled public conversation around Indian Army content,75.0,11.2,13.8,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-03464,2026-08-02,2,Sunday,31,August,8,August 2026,Assam,Instagram,@indianarmy.adgpi,198,3,2314,136,17,14606,"Gallantry, Heritage and National Pride",Routine modelled public conversation around Indian Army content,73.3,20.4,6.3,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-03465,2026-08-02,2,Sunday,31,August,8,August 2026,Assam,Facebook,Indian Army,159,2,849,67,32,5235,Community Outreach and Civil Support,Routine modelled public conversation around Indian Army content,80.7,6.9,12.4,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-03466,2026-08-02,2,Sunday,31,August,8,August 2026,Bihar,X (Twitter),@adgpi,133,2,329,67,76,2520,"Gallantry, Heritage and National Pride",Routine modelled public conversation around Indian Army content,76.3,9.6,14.1,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-03467,2026-08-02,2,Sunday,31,August,8,August 2026,Bihar,Instagram,@indianarmy.adgpi,188,1,2083,110,42,12463,Community Outreach and Civil Support,Routine modelled public conversation around Indian Army content,68.8,24.8,6.4,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-03468,2026-08-02,2,Sunday,31,August,8,August 2026,Bihar,Facebook,Indian Army,132,3,590,33,44,2735,"Adventure, Sports and Youth Engagement",Routine modelled public conversation around Indian Army content,62.6,26.8,10.6,Neutral,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-03469,2026-08-02,2,Sunday,31,August,8,August 2026,Chhattisgarh,X (Twitter),@adgpi,126,2,228,36,45,3252,Community Outreach and Civil Support,Routine modelled public conversation around Indian Army content,63.5,29.9,6.6,Neutral,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-03470,2026-08-02,2,Sunday,31,August,8,August 2026,Chhattisgarh,Instagram,@indianarmy.adgpi,135,1,1644,92,18,4777,"Adventure, Sports and Youth Engagement",Routine modelled public conversation around Indian Army content,61.9,31.1,7.0,Neutral,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-03471,2026-08-02,2,Sunday,31,August,8,August 2026,Chhattisgarh,Facebook,Indian Army,83,2,537,44,42,1778,Training and Military Readiness,Routine modelled public conversation around Indian Army content,67.4,24.9,7.7,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-03472,2026-08-02,2,Sunday,31,August,8,August 2026,Goa,X (Twitter),@adgpi,84,3,456,21,47,673,"Adventure, Sports and Youth Engagement",Routine modelled public conversation around Indian Army content,72.8,10.4,16.8,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-03473,2026-08-02,2,Sunday,31,August,8,August 2026,Goa,Instagram,@indianarmy.adgpi,102,4,910,66,26,6564,Training and Military Readiness,Routine modelled public conversation around Indian Army content,66.5,17.6,15.9,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-03474,2026-08-02,2,Sunday,31,August,8,August 2026,Goa,Facebook,Indian Army,83,1,387,23,43,1338,Recruitment and Agniveer Outreach,Routine modelled public conversation around Indian Army content,66.6,22.9,10.5,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-03475,2026-08-02,2,Sunday,31,August,8,August 2026,Gujarat,X (Twitter),@adgpi,84,3,371,19,49,1264,Training and Military Readiness,Routine modelled public conversation around Indian Army content,79.8,14.7,5.5,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-03476,2026-08-02,2,Sunday,31,August,8,August 2026,Gujarat,Instagram,@indianarmy.adgpi,88,2,940,37,8,5085,Recruitment and Agniveer Outreach,Routine modelled public conversation around Indian Army content,75.0,11.2,13.8,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-03477,2026-08-02,2,Sunday,31,August,8,August 2026,Gujarat,Facebook,Indian Army,86,3,350,33,30,2510,Humanitarian Assistance and Disaster Relief,Routine modelled public conversation around Indian Army content,73.0,22.6,4.4,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-03478,2026-08-02,2,Sunday,31,August,8,August 2026,Haryana,X (Twitter),@adgpi,201,4,797,152,81,3925,Recruitment and Agniveer Outreach,Routine modelled public conversation around Indian Army content,72.1,16.7,11.2,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-03479,2026-08-02,2,Sunday,31,August,8,August 2026,Haryana,Instagram,@indianarmy.adgpi,232,5,1985,171,22,8386,Humanitarian Assistance and Disaster Relief,Routine modelled public conversation around Indian Army content,61.8,32.6,5.6,Neutral,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-03480,2026-08-02,2,Sunday,31,August,8,August 2026,Haryana,Facebook,Indian Army,126,2,622,36,34,2262,Border Security and Strategic Deployment,Routine modelled public conversation around Indian Army content,60.7,25.9,13.4,Neutral,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-03481,2026-08-02,2,Sunday,31,August,8,August 2026,Himachal Pradesh,X (Twitter),@adgpi,125,5,536,81,56,1757,Humanitarian Assistance and Disaster Relief,Routine modelled public conversation around Indian Army content,76.0,17.8,6.2,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-03482,2026-08-02,2,Sunday,31,August,8,August 2026,Himachal Pradesh,Instagram,@indianarmy.adgpi,122,2,1236,52,16,6501,Border Security and Strategic Deployment,Routine modelled public conversation around Indian Army content,59.1,32.6,8.3,Neutral,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-03483,2026-08-02,2,Sunday,31,August,8,August 2026,Himachal Pradesh,Facebook,Indian Army,91,5,438,38,38,2281,Technology and Modernisation,Routine modelled public conversation around Indian Army content,77.4,9.2,13.4,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-03484,2026-08-02,2,Sunday,31,August,8,August 2026,Jharkhand,X (Twitter),@adgpi,164,4,296,37,122,1661,Border Security and Strategic Deployment,Routine modelled public conversation around Indian Army content,80.1,10.8,9.1,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-03485,2026-08-02,2,Sunday,31,August,8,August 2026,Jharkhand,Instagram,@indianarmy.adgpi,173,2,2030,77,35,8850,Technology and Modernisation,Routine modelled public conversation around Indian Army content,82.0,8.9,9.1,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-03486,2026-08-02,2,Sunday,31,August,8,August 2026,Jharkhand,Facebook,Indian Army,164,2,1010,108,83,4133,"Gallantry, Heritage and National Pride",Routine modelled public conversation around Indian Army content,77.6,11.5,10.9,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-03487,2026-08-02,2,Sunday,31,August,8,August 2026,Karnataka,X (Twitter),@adgpi,131,5,395,72,105,1137,Technology and Modernisation,Routine modelled public conversation around Indian Army content,66.8,22.0,11.2,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-03488,2026-08-02,2,Sunday,31,August,8,August 2026,Karnataka,Instagram,@indianarmy.adgpi,128,4,1260,68,31,8746,"Gallantry, Heritage and National Pride",Routine modelled public conversation around Indian Army content,79.3,7.6,13.1,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-03489,2026-08-02,2,Sunday,31,August,8,August 2026,Karnataka,Facebook,Indian Army,102,3,387,38,33,3102,Community Outreach and Civil Support,Routine modelled public conversation around Indian Army content,58.1,36.4,5.5,Neutral,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-03490,2026-08-02,2,Sunday,31,August,8,August 2026,Kerala,X (Twitter),@adgpi,118,3,235,88,82,1746,"Gallantry, Heritage and National Pride",Routine modelled public conversation around Indian Army content,77.5,9.3,13.2,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-03491,2026-08-02,2,Sunday,31,August,8,August 2026,Kerala,Instagram,@indianarmy.adgpi,149,1,1645,68,27,5273,Community Outreach and Civil Support,Routine modelled public conversation around Indian Army content,81.8,6.8,11.4,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-03492,2026-08-02,2,Sunday,31,August,8,August 2026,Kerala,Facebook,Indian Army,81,1,507,45,35,2005,"Adventure, Sports and Youth Engagement",Routine modelled public conversation around Indian Army content,67.6,27.6,4.8,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-03493,2026-08-02,2,Sunday,31,August,8,August 2026,Madhya Pradesh,X (Twitter),@adgpi,80,2,377,31,40,1019,Community Outreach and Civil Support,Routine modelled public conversation around Indian Army content,73.2,12.6,14.2,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-03494,2026-08-02,2,Sunday,31,August,8,August 2026,Madhya Pradesh,Instagram,@indianarmy.adgpi,79,5,723,65,10,3212,"Adventure, Sports and Youth Engagement",Routine modelled public conversation around Indian Army content,66.9,17.7,15.4,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-03495,2026-08-02,2,Sunday,31,August,8,August 2026,Madhya Pradesh,Facebook,Indian Army,61,2,215,38,29,2363,Training and Military Readiness,Routine modelled public conversation around Indian Army content,81.2,3.2,15.6,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-03496,2026-08-02,2,Sunday,31,August,8,August 2026,Maharashtra,X (Twitter),@adgpi,186,5,496,62,71,2948,"Adventure, Sports and Youth Engagement",Routine modelled public conversation around Indian Army content,66.4,26.7,6.9,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-03497,2026-08-02,2,Sunday,31,August,8,August 2026,Maharashtra,Instagram,@indianarmy.adgpi,245,2,2738,172,49,11936,Training and Military Readiness,Routine modelled public conversation around Indian Army content,63.6,27.4,9.0,Neutral,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-03498,2026-08-02,2,Sunday,31,August,8,August 2026,Maharashtra,Facebook,Indian Army,146,4,1072,81,43,4851,Recruitment and Agniveer Outreach,Routine modelled public conversation around Indian Army content,60.4,29.4,10.2,Neutral,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-03499,2026-08-02,2,Sunday,31,August,8,August 2026,Manipur,X (Twitter),@adgpi,95,4,402,61,62,1100,Training and Military Readiness,Routine modelled public conversation around Indian Army content,62.8,23.2,14.0,Neutral,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-03500,2026-08-02,2,Sunday,31,August,8,August 2026,Manipur,Instagram,@indianarmy.adgpi,160,3,1649,126,40,7831,Recruitment and Agniveer Outreach,Routine modelled public conversation around Indian Army content,81.7,3.3,15.0,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-03501,2026-08-02,2,Sunday,31,August,8,August 2026,Manipur,Facebook,Indian Army,91,2,348,53,56,3608,Humanitarian Assistance and Disaster Relief,Routine modelled public conversation around Indian Army content,64.7,30.6,4.7,Neutral,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-03502,2026-08-02,2,Sunday,31,August,8,August 2026,Meghalaya,X (Twitter),@adgpi,141,4,497,107,46,1885,Recruitment and Agniveer Outreach,Routine modelled public conversation around Indian Army content,70.9,21.4,7.7,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-03503,2026-08-02,2,Sunday,31,August,8,August 2026,Meghalaya,Instagram,@indianarmy.adgpi,214,3,1839,93,35,9721,Humanitarian Assistance and Disaster Relief,Routine modelled public conversation around Indian Army content,64.4,30.8,4.8,Neutral,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-03504,2026-08-02,2,Sunday,31,August,8,August 2026,Meghalaya,Facebook,Indian Army,129,3,931,33,76,2647,Border Security and Strategic Deployment,Routine modelled public conversation around Indian Army content,61.9,31.7,6.4,Neutral,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-03505,2026-08-02,2,Sunday,31,August,8,August 2026,Mizoram,X (Twitter),@adgpi,73,3,318,22,31,1655,Humanitarian Assistance and Disaster Relief,Routine modelled public conversation around Indian Army content,74.9,10.7,14.4,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-03506,2026-08-02,2,Sunday,31,August,8,August 2026,Mizoram,Instagram,@indianarmy.adgpi,84,4,831,51,12,4717,Border Security and Strategic Deployment,Routine modelled public conversation around Indian Army content,77.3,13.4,9.3,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-03507,2026-08-02,2,Sunday,31,August,8,August 2026,Mizoram,Facebook,Indian Army,49,4,236,23,31,794,Technology and Modernisation,Routine modelled public conversation around Indian Army content,61.6,31.9,6.5,Neutral,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-03508,2026-08-02,2,Sunday,31,August,8,August 2026,Nagaland,X (Twitter),@adgpi,99,5,364,25,42,1158,Border Security and Strategic Deployment,Routine modelled public conversation around Indian Army content,70.4,18.6,11.0,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-03509,2026-08-02,2,Sunday,31,August,8,August 2026,Nagaland,Instagram,@indianarmy.adgpi,83,4,1065,60,15,3017,Technology and Modernisation,Routine modelled public conversation around Indian Army content,77.9,15.0,7.1,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-03510,2026-08-02,2,Sunday,31,August,8,August 2026,Nagaland,Facebook,Indian Army,70,2,253,18,17,1837,"Gallantry, Heritage and National Pride",Routine modelled public conversation around Indian Army content,70.1,23.1,6.8,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-03511,2026-08-02,2,Sunday,31,August,8,August 2026,Odisha,X (Twitter),@adgpi,109,1,340,62,80,2560,Technology and Modernisation,Routine modelled public conversation around Indian Army content,69.0,26.7,4.3,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-03512,2026-08-02,2,Sunday,31,August,8,August 2026,Odisha,Instagram,@indianarmy.adgpi,128,5,1404,64,25,6659,"Gallantry, Heritage and National Pride",Routine modelled public conversation around Indian Army content,67.5,16.2,16.3,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-03513,2026-08-02,2,Sunday,31,August,8,August 2026,Odisha,Facebook,Indian Army,104,2,608,27,37,4073,Community Outreach and Civil Support,Routine modelled public conversation around Indian Army content,74.9,10.5,14.6,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-03514,2026-08-02,2,Sunday,31,August,8,August 2026,Punjab,X (Twitter),@adgpi,205,4,1048,88,157,1728,"Gallantry, Heritage and National Pride",Routine modelled public conversation around Indian Army content,66.3,21.4,12.3,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-03515,2026-08-02,2,Sunday,31,August,8,August 2026,Punjab,Instagram,@indianarmy.adgpi,249,3,2835,170,61,14963,Community Outreach and Civil Support,Routine modelled public conversation around Indian Army content,76.6,14.4,9.0,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-03516,2026-08-02,2,Sunday,31,August,8,August 2026,Punjab,Facebook,Indian Army,179,1,919,120,66,5559,"Adventure, Sports and Youth Engagement",Routine modelled public conversation around Indian Army content,80.5,13.9,5.6,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-03517,2026-08-02,2,Sunday,31,August,8,August 2026,Rajasthan,X (Twitter),@adgpi,248,2,1260,121,151,2761,Community Outreach and Civil Support,Routine modelled public conversation around Indian Army content,70.9,13.4,15.7,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-03518,2026-08-02,2,Sunday,31,August,8,August 2026,Rajasthan,Instagram,@indianarmy.adgpi,220,3,2162,162,36,10276,"Adventure, Sports and Youth Engagement",Routine modelled public conversation around Indian Army content,78.8,15.3,5.9,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-03519,2026-08-02,2,Sunday,31,August,8,August 2026,Rajasthan,Facebook,Indian Army,190,5,1224,132,101,6800,Training and Military Readiness,Routine modelled public conversation around Indian Army content,77.8,7.9,14.3,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-03520,2026-08-02,2,Sunday,31,August,8,August 2026,Sikkim,X (Twitter),@adgpi,172,3,708,91,106,4257,"Adventure, Sports and Youth Engagement",Routine modelled public conversation around Indian Army content,62.3,23.8,13.9,Neutral,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-03521,2026-08-02,2,Sunday,31,August,8,August 2026,Sikkim,Instagram,@indianarmy.adgpi,182,2,2186,81,26,11581,Training and Military Readiness,Routine modelled public conversation around Indian Army content,80.3,7.0,12.7,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-03522,2026-08-02,2,Sunday,31,August,8,August 2026,Sikkim,Facebook,Indian Army,108,1,807,35,53,2909,Recruitment and Agniveer Outreach,Routine modelled public conversation around Indian Army content,67.1,18.0,14.9,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-03523,2026-08-02,2,Sunday,31,August,8,August 2026,Tamil Nadu,X (Twitter),@adgpi,160,1,563,41,126,3772,Training and Military Readiness,Routine modelled public conversation around Indian Army content,75.8,19.8,4.4,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-03524,2026-08-02,2,Sunday,31,August,8,August 2026,Tamil Nadu,Instagram,@indianarmy.adgpi,209,1,2237,113,57,7981,Recruitment and Agniveer Outreach,Routine modelled public conversation around Indian Army content,81.0,4.1,14.9,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-03525,2026-08-02,2,Sunday,31,August,8,August 2026,Tamil Nadu,Facebook,Indian Army,100,5,515,59,33,1664,Humanitarian Assistance and Disaster Relief,Routine modelled public conversation around Indian Army content,80.9,2.2,16.9,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
